Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
"@nubank adicione isso a acesso a salas vip em voos nacionais ou mesmo diminuir o tempo de 2 dias úteis para movimentação nas ações. Ja que para ser cliente ultravioleta tem que ter mais de 50 mil investidos por que nao dar a eles crédito da venda das ações em menos tempo? Enfim.... nao vi vantagem em nada....tanto que nem uso o cartão . Pago meu seguro de vida com ele, produto da Nubank e não tem cashbak....mesmo sendo feito por ele. Enfim...... fico por que gosto do app e fo atendimento. O atendimento do ultravioleta é espetacular.....esse sim.","@nubank adicione isso a acesso a salas vip em voos nacionais ou mesmo diminuir o tempo de 2 dias úteis para movimentação nas ações. Ja que para ser cliente ultravioleta tem que ter mais de 50 mil investidos por que nao dar a eles crédito da venda das ações em menos tempo? Enfim.... nao vi vantagem em nada....tanto que nem uso o cartão . Pago meu seguro de vida com ele, produto da Nubank e não tem cashbak....mesmo sendo feito por ele. Enfim...... fico por que gosto do app e fo atendimento. O atendimento do ultravioleta é espetacular.....esse sim.",nubank adicione isso acesso salas vip voos nacionais mesmo diminuir tempo dias úteis para movimentação nas ações que para ser cliente ultravioleta tem que ter mais mil investidos por que nao dar eles crédito venda das ações menos tempo enfim nao vantagem nadatanto que nem uso cartão pago meu seguro vida com ele produto nubank não tem cashbakmesmo sendo feito por ele enfim fico por que gosto app atendimento atendimento ultravioleta espetacularesse sim,"['nubank', 'adicione', 'isso', 'acesso', 'salas', 'vip', 'voos', 'nacionais', 'mesmo', 'diminuir', 'tempo', 'dias', 'úteis', 'para', 'movimentação', 'nas', 'ações', 'que', 'para', 'ser', 'cliente', 'ultravioleta', 'tem', 'que', 'ter', 'mais', 'mil', 'investidos', 'por', 'que', 'nao', 'dar', 'eles', 'crédito', 'venda', 'das', 'ações', 'menos', 'tempo', 'enfim', 'nao', 'vantagem', 'nadatanto', 'que', 'nem', 'uso', 'cartão', 'pago', 'meu', 'seguro', 'vida', 'com', 'ele', 'produto', 'nubank', 'não', 'tem', 'cashbakmesmo', 'sendo', 'feito', 'por', 'ele', 'enfim', 'fico', 'por', 'que', 'gosto', 'app', 'atendimento', 'atendimento', 'ultravioleta', 'espetacularesse', 'sim']","['nubank', 'adicione', 'acesso', 'salas', 'vip', 'voos', 'nacionais', 'diminuir', 'tempo', 'dias', 'úteis', 'movimentação', 'ações', 'cliente', 'ultravioleta', 'ter', 'mil', 'investidos', 'nao', 'dar', 'crédito', 'venda', 'ações', 'menos', 'tempo', 'enfim', 'nao', 'vantagem', 'nadatanto', 'uso', 'cartão', 'pago', 'seguro', 'vida', 'produto', 'nubank', 'cashbakmesmo', 'sendo', 'feito', 'enfim', 'fico', 'gosto', 'app', 'atendimento', 'atendimento', 'ultravioleta', 'espetacularesse', 'sim']","['nubank', 'adicion', 'acess', 'sal', 'vip', 'voo', 'nacion', 'diminu', 'temp', 'dia', 'útel', 'moviment', 'açõ', 'client', 'ultraviolet', 'ter', 'mil', 'invest', 'nao', 'dar', 'crédit', 'vend', 'açõ', 'menos', 'temp', 'enfim', 'nao', 'vantag', 'nadatant', 'uso', 'cart', 'pag', 'segur', 'vid', 'produt', 'nubank', 'cashbakmesm', 'send', 'feit', 'enfim', 'fic', 'gost', 'app', 'atend', 'atend', 'ultraviolet', 'espetacular', 'sim']",nubank adicion acess sal vip voo nacion diminu temp dia útel moviment açõ client ultraviolet ter mil invest nao dar crédit vend açõ menos temp enfim nao vantag nadatant uso cart pag segur vid produt nubank cashbakmesm send feit enfim fic gost app atend atend ultraviolet espetacular sim
@nubank sou cliente a 4 anos...,@nubank sou cliente a 4 anos...,nubank sou cliente anos,"['nubank', 'sou', 'cliente', 'anos']","['nubank', 'cliente', 'anos']","['nubank', 'client', 'ano']",nubank client ano
💜💜💜💜,:purple_heart::purple_heart::purple_heart::purple_heart:,purple_heartpurple_heartpurple_heartpurple_heart,['purple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heart'],purple_heartpurple_heartpurple_heartpurple_heart
Ameiiii 💜💜💜,Ameiiii :purple_heart::purple_heart::purple_heart:,ameiiii purple_heartpurple_heartpurple_heart,"['ameiiii', 'purple_heartpurple_heartpurple_heart']","['ameiiii', 'purple_heartpurple_heartpurple_heart']","['ameiii', 'purple_heartpurple_heartpurple_heart']",ameiii purple_heartpurple_heartpurple_heart
@nubank torcedor eu peço e vcs nunca aumentar meu limite,@nubank torcedor eu peço e vcs nunca aumentar meu limite,nubank torcedor peço vcs nunca aumentar meu limite,"['nubank', 'torcedor', 'peço', 'vcs', 'nunca', 'aumentar', 'meu', 'limite']","['nubank', 'torcedor', 'peço', 'vcs', 'nunca', 'aumentar', 'limite']","['nubank', 'torc', 'peç', 'vc', 'nunc', 'aument', 'limit']",nubank torc peç vc nunc aument limit
Eles nunca aumentar o limite de seus clientes  demora séculos para isso mesmo pagando certinho,Eles nunca aumentar o limite de seus clientes  demora séculos para isso mesmo pagando certinho,eles nunca aumentar limite seus clientes demora séculos para isso mesmo pagando certinho,"['eles', 'nunca', 'aumentar', 'limite', 'seus', 'clientes', 'demora', 'séculos', 'para', 'isso', 'mesmo', 'pagando', 'certinho']","['nunca', 'aumentar', 'limite', 'clientes', 'demora', 'séculos', 'pagando', 'certinho']","['nunc', 'aument', 'limit', 'client', 'dem', 'sécul', 'pag', 'cert']",nunc aument limit client dem sécul pag cert
@nubank faço sempre isso e nda de aumentar  sempre na mesmo no sair do 400,@nubank faço sempre isso e nda de aumentar  sempre na mesmo no sair do 400,nubank faço sempre isso nda aumentar sempre mesmo sair 400,"['nubank', 'faço', 'sempre', 'isso', 'nda', 'aumentar', 'sempre', 'mesmo', 'sair', '400']","['nubank', 'faço', 'sempre', 'nda', 'aumentar', 'sempre', 'sair', '400']","['nubank', 'faç', 'sempr', 'nda', 'aument', 'sempr', 'sair', '400']",nubank faç sempr nda aument sempr sair 400
"As caixinhas não tem mais como ver o rendimento diário, mudou pra ruim eim","As caixinhas não tem mais como ver o rendimento diário, mudou pra ruim eim",caixinhas não tem mais como ver rendimento diário mudou pra ruim eim,"['caixinhas', 'não', 'tem', 'mais', 'como', 'ver', 'rendimento', 'diário', 'mudou', 'pra', 'ruim', 'eim']","['caixinhas', 'ver', 'rendimento', 'diário', 'mudou', 'pra', 'ruim', 'eim']","['caix', 'ver', 'rend', 'diári', 'mud', 'pra', 'ruim', 'eim']",caix ver rend diári mud pra ruim eim
Eu com cx1 cx2 cx3 super feliz 🩵 Quem diria meu Brasil #nubankbrasil💳💜,Eu com cx1 cx2 cx3 super feliz :light_blue_heart: Quem diria meu Brasil #nubankbrasil:credit_card::purple_heart:,com cx1 cx2 cx3 super feliz light_blue_heart quem diria meu brasil nubankbrasilcredit_cardpurple_heart,"['com', 'cx1', 'cx2', 'cx3', 'super', 'feliz', 'light_blue_heart', 'quem', 'diria', 'meu', 'brasil', 'nubankbrasilcredit_cardpurple_heart']","['cx1', 'cx2', 'cx3', 'super', 'feliz', 'light_blue_heart', 'diria', 'brasil', 'nubankbrasilcredit_cardpurple_heart']","['cx1', 'cx2', 'cx3', 'sup', 'feliz', 'light_blue_heart', 'dir', 'brasil', 'nubankbrasilcredit_cardpurple_heart']",cx1 cx2 cx3 sup feliz light_blue_heart dir brasil nubankbrasilcredit_cardpurple_heart
É mesmo muito bom 😄,É mesmo muito bom :grinning_face_with_smiling_eyes:,mesmo muito bom grinning_face_with_smiling_eyes,"['mesmo', 'muito', 'bom', 'grinning_face_with_smiling_eyes']","['bom', 'grinning_face_with_smiling_eyes']","['bom', 'grinning_face_with_smiling_ey']",bom grinning_face_with_smiling_ey
Minha experiência com o Nu sempre foi ótima agora com o ultravioleta que oferece cartão Mastercard Black com limite mais alto melhorou mais ainda 💜💜💜💜,Minha experiência com o Nu sempre foi ótima agora com o ultravioleta que oferece cartão Mastercard Black com limite mais alto melhorou mais ainda :purple_heart::purple_heart::purple_heart::purple_heart:,minha experiência com sempre foi ótima agora com ultravioleta que oferece cartão mastercard black com limite mais alto melhorou mais ainda purple_heartpurple_heartpurple_heartpurple_heart,"['minha', 'experiência', 'com', 'sempre', 'foi', 'ótima', 'agora', 'com', 'ultravioleta', 'que', 'oferece', 'cartão', 'mastercard', 'black', 'com', 'limite', 'mais', 'alto', 'melhorou', 'mais', 'ainda', 'purple_heartpurple_heartpurple_heartpurple_heart']","['experiência', 'sempre', 'ótima', 'agora', 'ultravioleta', 'oferece', 'cartão', 'mastercard', 'black', 'limite', 'alto', 'melhorou', 'ainda', 'purple_heartpurple_heartpurple_heartpurple_heart']","['experi', 'sempr', 'ótim', 'agor', 'ultraviolet', 'oferec', 'cart', 'mastercard', 'black', 'limit', 'alt', 'melhor', 'aind', 'purple_heartpurple_heartpurple_heartpurple_heart']",experi sempr ótim agor ultraviolet oferec cart mastercard black limit alt melhor aind purple_heartpurple_heartpurple_heartpurple_heart
Jákkjsjsb,Jákkjsjsb,jákkjsjsb,['jákkjsjsb'],['jákkjsjsb'],['jákkjsjsb'],jákkjsjsb
"Kzzzz ser n 3allslsoazz,,,😑😑🤗😬😬😑😱🤗😃 de zsmmmkkkzZMZLkkq#№","Kzzzz ser n 3allslsoazz,,,:expressionless_face::expressionless_face::smiling_face_with_open_hands::grimacing_face::grimacing_face::expressionless_face::face_screaming_in_fear::smiling_face_with_open_hands::grinning_face_with_big_eyes: de zsmmmkkkzZMZLkkq#№",kzzzz ser 3allslsoazzexpressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_eyes zsmmmkkkzzmzlkkq,"['kzzzz', 'ser', '3allslsoazzexpressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_eyes', 'zsmmmkkkzzmzlkkq']","['kzzzz', '3allslsoazzexpressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_eyes', 'zsmmmkkkzzmzlkkq']","['kzzzz', '3allslsoazzexpressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_ey', 'zsmmmkkkzzmzlkkq']",kzzzz 3allslsoazzexpressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_ey zsmmmkkkzzmzlkkq
Dkwkkk.  Look jsjJsjskkskksjdnbblálkksskskskksKsKewESsslssÁvccxxz.,Dkwkkk.  Look jsjJsjskkskksjdnbblálkksskskskksKsKewESsslssÁvccxxz.,dkwkkk look jsjjsjskkskksjdnbblálkksskskskkskskewessslssávccxxz,"['dkwkkk', 'look', 'jsjjsjskkskksjdnbblálkksskskskkskskewessslssávccxxz']","['dkwkkk', 'look', 'jsjjsjskkskksjdnbblálkksskskskkskskewessslssávccxxz']","['dkwkkk', 'look', 'jsjjsjskkskksjdnbblálkksskskskkskskewessslssávccxxz']",dkwkkk look jsjjsjskkskksjdnbblálkksskskskkskskewessslssávccxxz
Ms,Ms,,[],[],[],
"@christiankrentkowski Tmj meu parceiro, o mundo precisa de mais pessoas como vc","@christiankrentkowski Tmj meu parceiro, o mundo precisa de mais pessoas como vc",christiankrentkowski tmj meu parceiro mundo precisa mais pessoas como,"['christiankrentkowski', 'tmj', 'meu', 'parceiro', 'mundo', 'precisa', 'mais', 'pessoas', 'como']","['christiankrentkowski', 'tmj', 'parceiro', 'mundo', 'precisa', 'pessoas']","['christiankrentkowsk', 'tmj', 'parc', 'mund', 'precis', 'pesso']",christiankrentkowsk tmj parc mund precis pesso
Como eu faço pra propaganda do banco de vocês não aparecer mais nas minhas redes sociais?,Como eu faço pra propaganda do banco de vocês não aparecer mais nas minhas redes sociais?,como faço pra propaganda banco vocês não aparecer mais nas minhas redes sociais,"['como', 'faço', 'pra', 'propaganda', 'banco', 'vocês', 'não', 'aparecer', 'mais', 'nas', 'minhas', 'redes', 'sociais']","['faço', 'pra', 'propaganda', 'banco', 'aparecer', 'redes', 'sociais']","['faç', 'pra', 'propagand', 'banc', 'aparec', 'red', 'soc']",faç pra propagand banc aparec red soc
Será q posso pedir outro cartão nubank?  Tou cancelada no crédito.,Será q posso pedir outro cartão nubank?  Tou cancelada no crédito.,será posso pedir outro cartão nubank tou cancelada crédito,"['será', 'posso', 'pedir', 'outro', 'cartão', 'nubank', 'tou', 'cancelada', 'crédito']","['posso', 'pedir', 'outro', 'cartão', 'nubank', 'tou', 'cancelada', 'crédito']","['poss', 'ped', 'outr', 'cart', 'nubank', 'tou', 'cancel', 'crédit']",poss ped outr cart nubank tou cancel crédit
"@christiankrentkowski boa explicação, obrigado pela orientação","@christiankrentkowski boa explicação, obrigado pela orientação",christiankrentkowski boa explicação obrigado pela orientação,"['christiankrentkowski', 'boa', 'explicação', 'obrigado', 'pela', 'orientação']","['christiankrentkowski', 'boa', 'explicação', 'obrigado', 'orientação']","['christiankrentkowsk', 'boa', 'explic', 'obrig', 'orient']",christiankrentkowsk boa explic obrig orient
"Nubank tem resolvido muita coisa na minha vida financeira. Banco sem burocracias, prático sempre buscando a melhor forma  de atender seus clientes. Vocês estão de parabéns!","Nubank tem resolvido muita coisa na minha vida financeira. Banco sem burocracias, prático sempre buscando a melhor forma  de atender seus clientes. Vocês estão de parabéns!",nubank tem resolvido muita coisa minha vida financeira banco sem burocracias prático sempre buscando melhor forma atender seus clientes vocês estão parabéns,"['nubank', 'tem', 'resolvido', 'muita', 'coisa', 'minha', 'vida', 'financeira', 'banco', 'sem', 'burocracias', 'prático', 'sempre', 'buscando', 'melhor', 'forma', 'atender', 'seus', 'clientes', 'vocês', 'estão', 'parabéns']","['nubank', 'resolvido', 'muita', 'coisa', 'vida', 'financeira', 'banco', 'burocracias', 'prático', 'sempre', 'buscando', 'melhor', 'forma', 'atender', 'clientes', 'parabéns']","['nubank', 'resolv', 'muit', 'cois', 'vid', 'financ', 'banc', 'burocrac', 'prát', 'sempr', 'busc', 'melhor', 'form', 'atend', 'client', 'parabém']",nubank resolv muit cois vid financ banc burocrac prát sempr busc melhor form atend client parabém
"So falta aumentar o limite pra Guardar na caixinha, 5 mil é muito pouco 🙏🙏","So falta aumentar o limite pra Guardar na caixinha, 5 mil é muito pouco :folded_hands::folded_hands:",falta aumentar limite pra guardar caixinha mil muito pouco folded_handsfolded_hands,"['falta', 'aumentar', 'limite', 'pra', 'guardar', 'caixinha', 'mil', 'muito', 'pouco', 'folded_handsfolded_hands']","['falta', 'aumentar', 'limite', 'pra', 'guardar', 'caixinha', 'mil', 'pouco', 'folded_handsfolded_hands']","['falt', 'aument', 'limit', 'pra', 'guard', 'caix', 'mil', 'pouc', 'folded_handsfolded_hand']",falt aument limit pra guard caix mil pouc folded_handsfolded_hand
Amooo meu roxinho sempre me socorrendo 😍,Amooo meu roxinho sempre me socorrendo :smiling_face_with_heart-eyes:,amooo meu roxinho sempre socorrendo smiling_face_with_hearteyes,"['amooo', 'meu', 'roxinho', 'sempre', 'socorrendo', 'smiling_face_with_hearteyes']","['amooo', 'roxinho', 'sempre', 'socorrendo', 'smiling_face_with_hearteyes']","['amoo', 'rox', 'sempr', 'socorr', 'smiling_face_with_heartey']",amoo rox sempr socorr smiling_face_with_heartey
Eu fiz meu cadastro no dia 16 e hoje já é dia 21 e o cadastro ainda não foi totalmente finalizada @nubank,Eu fiz meu cadastro no dia 16 e hoje já é dia 21 e o cadastro ainda não foi totalmente finalizada @nubank,fiz meu cadastro dia hoje dia cadastro ainda não foi totalmente finalizada nubank,"['fiz', 'meu', 'cadastro', 'dia', 'hoje', 'dia', 'cadastro', 'ainda', 'não', 'foi', 'totalmente', 'finalizada', 'nubank']","['fiz', 'cadastro', 'dia', 'hoje', 'dia', 'cadastro', 'ainda', 'totalmente', 'finalizada', 'nubank']","['fiz', 'cadastr', 'dia', 'hoj', 'dia', 'cadastr', 'aind', 'total', 'final', 'nubank']",fiz cadastr dia hoj dia cadastr aind total final nubank
Sempre curtindo 👍,Sempre curtindo :thumbs_up:,sempre curtindo thumbs_up,"['sempre', 'curtindo', 'thumbs_up']","['sempre', 'curtindo', 'thumbs_up']","['sempr', 'curt', 'thumbs_up']",sempr curt thumbs_up
"@bell.de.melo Me seguem aí pra mim ajuda , oi Maranhense crio conteúdo tbm 🙌❤️","@bell.de.melo Me seguem aí pra mim ajuda , oi Maranhense crio conteúdo tbm :raising_hands::red_heart:",belldemelo seguem pra mim ajuda maranhense crio conteúdo tbm raising_handsred_heart,"['belldemelo', 'seguem', 'pra', 'mim', 'ajuda', 'maranhense', 'crio', 'conteúdo', 'tbm', 'raising_handsred_heart']","['belldemelo', 'seguem', 'pra', 'mim', 'ajuda', 'maranhense', 'crio', 'conteúdo', 'tbm', 'raising_handsred_heart']","['belldemel', 'segu', 'pra', 'mim', 'ajud', 'maranh', 'cri', 'conteúd', 'tbm', 'raising_handsred_heart']",belldemel segu pra mim ajud maranh cri conteúd tbm raising_handsred_heart
